2584	8	4212	119
210	1	597	96
2535	4	3342	122
122	1	123	34
1606	4	2697	96
1678	3	1688	94
2090	8	3160	145
2320	1	2321	120
191	3	71	164
4202	8	7892	182
26	1	27	66
5279	8	5872	179
3423	8	4036	153
8522	9	9351	181
5208	3	3251	169
169	3	170	158
2469	3	3168	137
800	3	845	48
4187	8	3095	172
7859	9	8506	183
7737	9	7538	165
6931	9	9358	184
3879	1	2852	171
345	1	346	25
3612	1	3613	178
86	4	87	151
1060	3	2290	114
8550	9	7030	185
8754	9	8755	171
2469	3	2290	154
2840	8	2691	126
2578	3	7730	170
517	1	518	14
2370	8	2257	160
2215	1	2216	87
5380	8	3575	176
360	4	87	162
1655	8	2052	179
2708	3	2484	105
563	1	564	160
4135	4	2132	138
517	1	518	8
7459	9	7336	161
6800	9	9806	187
1452	3	1440	130
6511	9	6702	186
1801	8	988	91
1129	3	195	50
2921	4	4112	143
2704	3	2484	167
1702	3	4133	119
771	1	1723	185
3197	8	1872	116
1877	3	1440	150
5949	8	5990	183
2229	8	2228	87
797	1	1307	84
961	8	924	93
2169	3	2300	143
1814	1	1500	81
9511	2	9908	179
1207	3	2354	163
396	1	397	43
881	3	3168	182
1473	3	3999	157
3951	8	3134	158
9101	9	9806	181
2309	8	2308	116
6693	9	7697	175
4378	8	4249	183
1023	3	2290	130
5650	4	5651	186
6092	5	3083	141
629	1	630	83
2611	3	3168	102
30	1	368	79
4378	8	4249	178
9076	9	8749	178
1703	8	1702	143
519	3	1051	134
3972	3	195	185
1254	9	1581	174
3744	8	4024	179
4470	3	753	149
58	1	349	181
5693	0	5694	137
5203	9	6806	159
2832	1	2833	123
6956	9	7198	187
6540	1	5229	181
3718	8	3717	166
3554	8	4011	185
2956	1	2957	126
2309	8	2308	135
6385	8	6562	186
6856	2	7784	168
4297	3	4621	185
5785	8	4053	138
7262	9	6431	178
499	1	500	66
111	1	112	172
1423	8	1216	106
18	1	19	90
3248	5	3114	102
4278	7	1108	141
5975	3	8284	179
4271	1	4332	156
2346	8	3945	140
372	3	71	180
1230	3	1440	186
4384	8	2371	120
8607	9	8060	184
775	3	195	103
1616	8	1367	153
7795	9	8226	171
641	1	642	140
1023	3	1688	175
2653	8	2648	133
5287	8	5246	158
